lead_id,open_rate,click_rate,czas_od_kontaktu,liczba_pracownikow,segment,region,recommended_action,target
LEAD-1893,0.8,0.68,63,22,samodzielna,pomorskie,email,1
LEAD-1894,0.2,0.43,42,21,samodzielna,slaskie,email,1
LEAD-1895,0.56,0.73,42,24,samodzielna,mazowieckie,email,1
LEAD-1896,0.73,0.82,59,22,przychodnia,slaskie,email,1
LEAD-1897,0.62,0.15,20,25,samodzielna,pomorskie,offer,1
LEAD-1898,0.19,0.83,73,5,samodzielna,mazowieckie,offer,1
LEAD-1899,0.36,0.54,17,13,samodzielna,mazowieckie,offer,1
LEAD-1900,0.78,0.84,27,23,przychodnia,slaskie,email,0
LEAD-1901,0.55,0.43,47,21,samodzielna,slaskie,offer,1
LEAD-1902,0.01,0.38,2,19,samodzielna,pomorskie,offer,0
LEAD-1903,0.76,0.92,63,2,przychodnia,slaskie,call,1
LEAD-1904,0.04,0.25,62,31,samodzielna,mazowieckie,call,1
LEAD-1905,0.75,0.84,19,34,samodzielna,wielkopolskie,offer,1
LEAD-1906,0.2,0.48,17,25,przychodnia,wielkopolskie,offer,0
LEAD-1907,0.96,0.51,69,15,samodzielna,pomorskie,offer,0
LEAD-1908,0.37,0.31,39,37,przychodnia,slaskie,email,1
LEAD-1909,0.33,0.57,82,6,samodzielna,pomorskie,call,0
LEAD-1910,0.15,0.33,71,12,samodzielna,wielkopolskie,call,1
LEAD-1911,0.31,0.04,81,25,samodzielna,wielkopolskie,call,0
LEAD-1912,0.88,0.27,39,32,przychodnia,slaskie,offer,0
LEAD-1913,1.0,0.01,36,14,przychodnia,mazowieckie,email,0
LEAD-1914,0.37,0.98,40,17,przychodnia,slaskie,call,1
LEAD-1915,0.45,0.97,45,25,samodzielna,wielkopolskie,call,0
LEAD-1916,0.72,0.4,4,14,samodzielna,mazowieckie,email,0
LEAD-1917,0.89,0.73,25,25,przychodnia,pomorskie,offer,1
LEAD-1918,0.59,0.35,69,27,przychodnia,wielkopolskie,offer,0
LEAD-1919,0.39,0.67,30,3,samodzielna,pomorskie,call,1
LEAD-1920,0.41,0.81,76,17,samodzielna,mazowieckie,call,1
LEAD-1921,0.7,0.95,68,39,samodzielna,pomorskie,email,0
LEAD-1922,0.0,0.4,88,47,samodzielna,wielkopolskie,call,1
LEAD-1923,0.62,0.78,29,2,przychodnia,slaskie,email,0
LEAD-1924,0.36,0.27,73,12,samodzielna,pomorskie,call,0
LEAD-1925,0.79,0.99,68,36,samodzielna,wielkopolskie,call,1
LEAD-1926,0.09,0.03,51,44,samodzielna,wielkopolskie,call,0
LEAD-1927,0.59,0.6,24,30,samodzielna,mazowieckie,offer,0
LEAD-1928,0.48,0.66,14,38,samodzielna,wielkopolskie,email,1
LEAD-1929,0.64,0.69,69,18,samodzielna,slaskie,email,1
LEAD-1930,0.06,0.12,18,40,samodzielna,slaskie,offer,0
LEAD-1931,0.58,0.94,42,43,przychodnia,pomorskie,offer,1
LEAD-1932,0.56,0.18,57,29,przychodnia,pomorskie,offer,1
LEAD-1933,0.56,0.62,83,30,przychodnia,pomorskie,email,1
LEAD-1934,0.6,0.22,12,44,samodzielna,pomorskie,call,1
LEAD-1935,0.68,0.31,82,4,przychodnia,slaskie,offer,0
LEAD-1936,0.8,0.55,17,11,samodzielna,mazowieckie,offer,0
LEAD-1937,0.27,0.42,30,43,samodzielna,pomorskie,offer,1
LEAD-1938,0.83,0.16,88,15,samodzielna,mazowieckie,call,0
LEAD-1939,0.5,0.17,75,13,samodzielna,wielkopolskie,call,1
LEAD-1940,0.08,0.42,23,48,przychodnia,wielkopolskie,offer,1
LEAD-1941,0.06,0.76,81,43,samodzielna,pomorskie,call,0
LEAD-1942,0.33,0.9,1,31,samodzielna,wielkopolskie,offer,0
LEAD-1943,0.78,0.08,79,33,przychodnia,mazowieckie,call,0
LEAD-1944,0.71,0.39,32,33,przychodnia,mazowieckie,email,0
LEAD-1945,0.79,0.1,9,43,przychodnia,wielkopolskie,email,1
LEAD-1946,0.52,0.02,15,33,samodzielna,pomorskie,call,1
LEAD-1947,0.44,0.66,28,27,przychodnia,mazowieckie,email,0
LEAD-1948,0.15,0.6,24,2,samodzielna,mazowieckie,email,1
LEAD-1949,0.33,0.16,60,43,samodzielna,slaskie,email,0
LEAD-1950,0.43,0.23,35,3,przychodnia,pomorskie,offer,0
LEAD-1951,0.09,0.02,86,18,przychodnia,slaskie,call,0
LEAD-1952,0.22,0.83,27,31,przychodnia,wielkopolskie,call,1
LEAD-1953,0.6,0.97,83,40,samodzielna,wielkopolskie,call,1
LEAD-1954,0.74,0.14,76,8,samodzielna,slaskie,email,0
LEAD-1955,1.0,0.23,20,28,samodzielna,pomorskie,offer,0
LEAD-1956,0.93,0.87,65,10,samodzielna,mazowieckie,call,0
LEAD-1957,0.64,0.93,85,23,samodzielna,wielkopolskie,email,0
LEAD-1958,0.42,0.42,49,35,samodzielna,pomorskie,offer,1
LEAD-1959,0.64,0.05,1,47,przychodnia,pomorskie,offer,1
LEAD-1960,0.79,0.04,10,2,samodzielna,wielkopolskie,call,0
LEAD-1961,0.12,0.57,47,10,przychodnia,wielkopolskie,call,0
LEAD-1962,0.41,0.39,59,21,przychodnia,pomorskie,email,1
LEAD-1963,0.84,0.03,62,20,przychodnia,mazowieckie,call,0
LEAD-1964,0.38,0.58,86,37,przychodnia,slaskie,email,1
LEAD-1965,0.57,0.01,18,41,przychodnia,wielkopolskie,offer,1
LEAD-1966,0.59,0.79,46,46,samodzielna,slaskie,offer,0
LEAD-1967,0.18,0.31,32,5,samodzielna,pomorskie,offer,1
LEAD-1968,0.36,0.04,27,10,samodzielna,slaskie,offer,1
LEAD-1969,0.33,0.59,18,42,samodzielna,mazowieckie,call,1
LEAD-1970,0.03,0.4,39,23,przychodnia,pomorskie,call,1
LEAD-1971,0.02,0.97,49,19,przychodnia,mazowieckie,email,0
LEAD-1972,0.83,0.54,82,13,przychodnia,pomorskie,email,1
LEAD-1973,0.27,0.28,44,43,samodzielna,mazowieckie,email,1
LEAD-1974,0.52,0.71,72,44,samodzielna,pomorskie,email,1
LEAD-1975,0.3,0.27,54,40,samodzielna,mazowieckie,email,0
LEAD-1976,0.94,0.9,34,10,samodzielna,pomorskie,offer,0
LEAD-1977,0.26,0.37,71,7,przychodnia,mazowieckie,offer,0
LEAD-1978,0.43,0.55,36,20,przychodnia,pomorskie,offer,1
LEAD-1979,0.87,0.05,18,49,samodzielna,mazowieckie,email,0
LEAD-1980,0.84,0.43,38,48,samodzielna,wielkopolskie,offer,0
LEAD-1981,0.19,0.83,59,8,przychodnia,slaskie,offer,0
LEAD-1982,0.8,0.81,9,17,przychodnia,pomorskie,offer,1
LEAD-1983,0.46,0.22,73,6,przychodnia,mazowieckie,offer,0
LEAD-1984,0.48,0.23,72,17,przychodnia,wielkopolskie,call,0
LEAD-1985,0.13,0.82,51,2,samodzielna,pomorskie,email,0
LEAD-1986,0.08,0.93,35,38,przychodnia,pomorskie,email,1
LEAD-1987,0.73,0.1,82,40,przychodnia,pomorskie,call,1
LEAD-1988,0.5,0.45,5,20,przychodnia,slaskie,offer,0
LEAD-1989,0.44,0.34,14,38,przychodnia,mazowieckie,offer,0
LEAD-1990,0.73,0.87,30,18,samodzielna,mazowieckie,offer,0
LEAD-1991,0.77,0.08,4,27,samodzielna,pomorskie,email,1
LEAD-1992,0.16,0.21,39,23,samodzielna,pomorskie,email,1
LEAD-1993,0.61,0.75,84,9,samodzielna,pomorskie,email,0
LEAD-1994,0.14,0.05,64,34,samodzielna,wielkopolskie,email,1
LEAD-1995,0.75,0.49,25,3,samodzielna,pomorskie,email,0
LEAD-1996,0.66,0.44,28,31,przychodnia,slaskie,call,1
LEAD-1997,0.96,0.33,76,48,przychodnia,mazowieckie,email,0
LEAD-1998,0.07,0.39,66,21,przychodnia,slaskie,offer,1
LEAD-1999,0.06,0.53,78,19,przychodnia,pomorskie,email,0
LEAD-2000,0.28,0.16,22,44,samodzielna,wielkopolskie,call,1
